dista [mm],"L(Current1,Current1) [uH]","L(Current3,Current1) [uH]","L(Current3,Current3) [uH]","CplCoef(Current1,Current3) []",Data_Type
0,188.1924498,160.9990549,183.9760355,0.865249986,Maxwell_Simulation
0.020002,188.1189809,160.9063478,183.9013329,0.865081983,
0.040004,188.0455513,160.8136881,183.8266705,0.864913991,
0.060006001,187.9721612,160.7210757,183.7520485,0.864746012,
0.080008001,187.8988107,160.6285108,183.6774669,0.864578044,
0.100010001,187.8254999,160.5359934,183.6029259,0.864410087,
0.120012001,187.752229,160.4435238,183.5284257,0.864242143,
0.140014001,187.678998,160.3511019,183.4539663,0.86407421,
0.160016002,187.605807,160.258728,183.379548,0.863906289,
0.180018002,187.5326563,160.166402,183.3051709,0.863738379,
0.200020002,187.4595458,160.0741241,183.2308351,0.863570481,
0.220022002,187.3864758,159.9818944,183.1565408,0.863402595,
0.240024002,187.3134463,159.8897129,183.082288,0.86323472,
0.260026003,187.2404575,159.7975799,183.008077,0.863066858,
0.280028003,187.1675095,159.7054954,182.9339079,0.862899006,
0.300030003,187.0946024,159.6134595,182.8597808,0.862731167,
0.320032003,187.0217363,159.5214722,182.7856959,0.862563339,
0.340034003,186.9489114,159.4295338,182.7116533,0.862395523,
0.360036004,186.8761277,159.3376443,182.6376531,0.862227719,
0.380038004,186.8033854,159.2458037,182.5636955,0.862059926,
0.400040004,186.7306846,159.1540123,182.4897807,0.861892145,
0.420042004,186.6580254,159.0622701,182.4159087,0.861724376,
0.440044004,186.585408,158.9705772,182.3420798,0.861556618,
0.460046005,186.5128324,158.8789337,182.268294,0.861388872,
0.480048005,186.4402988,158.7873397,182.1945515,0.861221138,
0.500050005,186.3678073,158.6957953,182.1208525,0.861053415,
0.520052005,186.2953581,158.6043006,182.047197,0.860885705,
0.540054005,186.2229511,158.5128558,181.9735853,0.860718005,
0.560056006,186.1505866,158.4214608,181.9000174,0.860550318,
0.580058006,186.0782647,158.3301159,181.8264936,0.860382642,
0.600060006,186.0059855,158.2388211,181.7530139,0.860214978,
0.620062006,185.9337491,158.1475765,181.6795785,0.860047326,
0.640064006,185.8615557,158.0563823,181.6061875,0.859879685,
0.660066007,185.7894053,157.9652385,181.5328411,0.859712057,
0.680068007,185.717298,157.8741452,181.4595394,0.859544439,
0.700070007,185.6452341,157.7831025,181.3862825,0.859376834,
0.720072007,185.5732136,157.6921105,181.3130707,0.85920924,
0.740074007,185.5012366,157.6011694,181.239904,0.859041658,
0.760076008,185.4293033,157.5102792,181.1667826,0.858874088,
0.780078008,185.3574137,157.4194401,181.0937066,0.858706529,
0.800080008,185.285568,157.3286521,181.0206762,0.858538983,
0.820082008,185.2137663,157.2379153,180.9476915,0.858371447,
0.840084008,185.1420088,157.1472299,180.8747526,0.858203924,
0.860086009,185.0702955,157.0565959,180.8018597,0.858036412,
0.880088009,184.9986266,156.9660134,180.729013,0.857868912,
0.900090009,184.9270022,156.8754826,180.6562125,0.857701424,
0.920092009,184.8554223,156.7850036,180.5834585,0.857533948,
0.940094009,184.7838872,156.6945763,180.510751,0.857366483,
0.96009601,184.712397,156.6042011,180.4380902,0.85719903,
0.98009801,184.6409517,156.5138779,180.3654762,0.857031588,
1.00010001,184.5695515,156.4236068,180.2929093,0.856864159,
1.02010201,184.4981965,156.333388,180.2203894,0.856696741,
1.04010401,184.4268868,156.2432215,180.1479168,0.856529335,
1.060106011,184.3556225,156.1531075,180.0754916,0.85636194,
1.080108011,184.2844039,156.0630461,180.003114,0.856194558,
1.100110011,184.2132309,155.9730373,179.9307841,0.856027187,
1.120112011,184.1421037,155.8830813,179.858502,0.855859828,
1.140114011,184.0710224,155.7931781,179.7862678,0.85569248,
1.160116012,183.9999872,155.7033279,179.7140818,0.855525145,
1.180118012,183.9289981,155.6135308,179.641944,0.855357821,
1.200120012,183.8580553,155.5237868,179.5698547,0.855190509,
1.220122012,183.7871589,155.4340961,179.4978138,0.855023208,
1.240124012,183.716309,155.3444588,179.4258217,0.854855919,
1.260126013,183.6455058,155.2548749,179.3538784,0.854688643,
1.280128013,183.5747493,155.1653446,179.281984,0.854521377,
1.300130013,183.5040396,155.075868,179.2101387,0.854354124,
1.320132013,183.433377,154.9864452,179.1383427,0.854186882,
1.340134013,183.3627615,154.8970762,179.0665961,0.854019652,
1.360136014,183.2921932,154.8077612,178.994899,0.853852434,
1.380138014,183.2216723,154.7185003,178.9232516,0.853685228,
1.400140014,183.1511989,154.6292936,178.851654,0.853518033,
1.420142014,183.080773,154.5401412,178.7801064,0.85335085,
1.440144014,183.0103949,154.4510432,178.7086088,0.853183679,
1.460146015,182.9400646,154.3619996,178.6371615,0.85301652,
1.480148015,182.8697822,154.2730106,178.5657646,0.852849372,
1.500150015,182.7995479,154.1840764,178.4944181,0.852682236,
1.520152015,182.7293618,154.0951969,178.4231224,0.852515112,
1.540154015,182.659224,154.0063723,178.3518775,0.852348,
1.560156016,182.5891346,153.9176027,178.2806835,0.852180899,
1.580158016,182.5190938,153.8288882,178.2095405,0.852013811,
1.600160016,182.4491017,153.7402289,178.1384489,0.851846734,
1.620162016,182.3791583,153.6516249,178.0674086,0.851679668,
1.640164016,182.3092638,153.5630763,177.9964198,0.851512615,
1.660166017,182.2394184,153.4745832,177.9254826,0.851345573,
1.680168017,182.1696221,153.3861457,177.8545973,0.851178544,
1.700170017,182.0998751,153.2977639,177.7837639,0.851011525,
1.720172017,182.0301774,153.2094379,177.7129825,0.850844519,
1.740174017,181.9605293,153.1211679,177.6422534,0.850677525,
1.760176018,181.8909307,153.0329538,177.5715767,0.850510542,
1.780178018,181.821382,152.9447959,177.5009524,0.850343571,
1.800180018,181.751883,152.8566941,177.4303808,0.850176612,
1.820182018,181.6824341,152.7686487,177.359862,0.850009664,
1.840184018,181.6130352,152.6806597,177.2893961,0.849842729,
1.860186019,181.5436866,152.5927272,177.2189833,0.849675805,
1.880188019,181.4743883,152.5048514,177.1486237,0.849508893,
1.900190019,181.4051405,152.4170322,177.0783175,0.849341993,
1.920192019,181.3359433,152.3292699,177.0080647,0.849175104,
1.940194019,181.2667967,152.2415645,176.9378656,0.849008227,
1.96019602,181.197701,152.1539162,176.8677203,0.848841363,
1.98019802,181.1286562,152.0663249,176.7976289,0.84867451,
2.00020002,181.0596624,151.9787909,176.7275915,0.848507668,
2.02020202,180.9907198,151.8913142,176.6576084,0.848340839,
2.04020402,180.9218285,151.803895,176.5876795,0.848174021,
2.060206021,180.8529887,151.7165333,176.5178052,0.848007215,
2.080208021,180.7842003,151.6292292,176.4479855,0.847840421,
2.100210021,180.7154637,151.5419829,176.3782206,0.847673639,
2.120212021,180.6467787,151.4547944,176.3085106,0.847506869,
2.140214021,180.5781457,151.3676638,176.2388556,0.84734011,
2.160216022,180.5095647,151.2805913,176.1692559,0.847173363,
2.180218022,180.4410358,151.1935769,176.0997114,0.847006628,
2.200220022,180.3725592,151.1066208,176.0302225,0.846839905,
2.220222022,180.3041349,151.019723,175.9607891,0.846673193,
2.240224022,180.2357631,150.9328837,175.8914116,0.846506494,
2.260226023,180.167444,150.8461029,175.8220899,0.846339806,
2.280228023,180.0991775,150.7593808,175.7528243,0.84617313,
2.300230023,180.0309639,150.6727174,175.6836148,0.846006466,
2.320232023,179.9628033,150.5861129,175.6144617,0.845839814,
2.340234023,179.8946957,150.4995673,175.545365,0.845673173,
2.360236024,179.8266414,150.4130808,175.476325,0.845506545,
2.380238024,179.7586403,150.3266535,175.4073417,0.845339928,
2.400240024,179.6906928,150.2402854,175.3384153,0.845173323,
2.420242024,179.6227987,150.1539767,175.269546,0.84500673,
2.440244024,179.5549584,150.0677274,175.2007338,0.844840148,
2.460246025,179.4871719,149.9815377,175.1319789,0.844673579,
2.480248025,179.4194393,149.8954077,175.0632815,0.844507021,
2.500250025,179.3517607,149.8093374,174.9946417,0.844340475,
2.520252025,179.2841363,149.723327,174.9260596,0.844173941,
2.540254025,179.2165661,149.6373766,174.8575355,0.844007419,
2.560256026,179.1490504,149.5514863,174.7890693,0.843840909,
2.580258026,179.0815892,149.4656561,174.7206613,0.84367441,
2.600260026,179.0141826,149.3798862,174.6523116,0.843507923,
2.620262026,178.9468307,149.2941767,174.5840204,0.843341448,
2.640264026,178.8795338,149.2085276,174.5157878,0.843174985,
2.660266027,178.8122918,149.1229392,174.4476139,0.843008534,
2.680268027,178.745105,149.0374114,174.3794989,0.842842095,
2.700270027,178.6779734,148.9519444,174.3114429,0.842675667,
2.720272027,178.6108971,148.8665383,174.243446,0.842509252,
2.740274027,178.5438763,148.7811932,174.1755085,0.842342848,
2.760276028,178.4769111,148.6959092,174.1076303,0.842176456,
2.780278028,178.4100017,148.6106863,174.0398118,0.842010076,
2.800280028,178.343148,148.5255248,173.972053,0.841843708,
2.820282028,178.2763503,148.4404246,173.9043541,0.841677351,
2.840284028,178.2096087,148.355386,173.8367152,0.841511007,
2.860286029,178.1429232,148.2704089,173.7691364,0.841344674,
2.880288029,178.0762941,148.1854936,173.7016179,0.841178353,
2.900290029,178.0097214,148.10064,173.6341599,0.841012044,
2.920292029,177.9432052,148.0158484,173.5667624,0.840845747,
2.940294029,177.8767458,147.9311187,173.4994256,0.840679462,
2.96029603,177.8103431,147.8464512,173.4321497,0.840513189,
2.98029803,177.7439973,147.7618458,173.3649348,0.840346927,
3.00030003,177.6777085,147.6773028,173.2977811,0.840180677,
3.02030203,177.6114769,147.5928221,173.2306886,0.84001444,
3.04030403,177.5453025,147.508404,173.1636575,0.839848214,
3.060306031,177.4791855,147.4240485,173.096688,0.839682,
3.080308031,177.413126,147.3397557,173.0297803,0.839515797,
3.100310031,177.3471242,147.2555258,172.9629343,0.839349607,
3.120312031,177.2811801,147.1713587,172.8961504,0.839183429,
3.140314031,177.2152938,147.0872547,172.8294286,0.839017262,
3.160316032,177.1494655,147.0032137,172.762769,0.838851107,
3.180318032,177.0836953,146.919236,172.6961719,0.838684964,
3.200320032,177.0179834,146.8353217,172.6296374,0.838518834,
3.220322032,176.9523298,146.7514707,172.5631655,0.838352714,
3.240324032,176.8867346,146.6676833,172.4967565,0.838186607,
3.260326033,176.821198,146.5839595,172.4304104,0.838020512,
3.280328033,176.7557201,146.5002994,172.3641275,0.837854429,
3.300330033,176.6903011,146.4167032,172.2979078,0.837688357,
3.320332033,176.6249409,146.3331709,172.2317516,0.837522297,
3.340334033,176.5596399,146.2497026,172.1656589,0.83735625,
3.360336034,176.494398,146.1662985,172.0996299,0.837190214,
3.380338034,176.4292153,146.0829586,172.0336647,0.83702419,
3.400340034,176.3640921,145.9996831,171.9677635,0.836858178,
3.420342034,176.2990285,145.9164719,171.9019264,0.836692177,
3.440344034,176.2340245,145.8333254,171.8361535,0.836526189,
3.460346035,176.1690802,145.7502435,171.7704451,0.836360213,
3.480348035,176.1041959,145.6672263,171.7048012,0.836194248,
3.500350035,176.0393715,145.5842739,171.639222,0.836028295,
3.520352035,175.9746073,145.5013865,171.5737076,0.835862355,
3.540354035,175.9099034,145.4185642,171.5082581,0.835696426,
3.560356036,175.8452598,145.335807,171.4428738,0.835530509,
3.580358036,175.7806767,145.2531151,171.3775547,0.835364604,
3.600360036,175.7161542,145.1704885,171.312301,0.835198711,
3.620362036,175.6516924,145.0879274,171.2471129,0.835032829,
3.640364036,175.5872915,145.0054318,171.1819904,0.83486696,
3.660366037,175.5229515,144.9230019,171.1169337,0.834701103,
3.680368037,175.4586726,144.8406378,171.051943,0.834535257,
3.700370037,175.394455,144.7583395,170.9870183,0.834369424,
3.720372037,175.3302986,144.6761072,170.9221599,0.834203602,
3.740374037,175.2662037,144.5939409,170.8573679,0.834037792,
3.760376038,175.2021704,144.5118408,170.7926424,0.833871994,
3.780378038,175.1381987,144.429807,170.7279836,0.833706208,
3.800380038,175.0742888,144.3478396,170.6633916,0.833540434,
3.820382038,175.0104409,144.2659386,170.5988665,0.833374672,
3.840384038,174.946655,144.1841042,170.5344085,0.833208922,
3.860386039,174.8829313,144.1023365,170.4700178,0.833043184,
3.880388039,174.8192698,144.0206355,170.4056944,0.832877457,
3.900390039,174.7556707,143.9390015,170.3414385,0.832711743,
3.920392039,174.6921342,143.8574344,170.2772503,0.83254604,
3.940394039,174.6286603,143.7759344,170.2131298,0.83238035,
3.96039604,174.5652491,143.6945015,170.1490774,0.832214671,
3.98039804,174.5019009,143.613136,170.0850929,0.832049004,
4.00040004,174.4386156,143.5318378,170.0211768,0.83188335,
4.02040204,174.3753934,143.4506072,169.9573289,0.831717707,
4.04040404,174.3122345,143.3694441,169.8935496,0.831552076,
4.060406041,174.2491389,143.2883487,169.8298389,0.831386457,
4.080408041,174.1861068,143.2073211,169.766197,0.83122085,
4.100410041,174.1231383,143.1263614,169.7026241,0.831055255,
4.120412041,174.0602335,143.0454697,169.6391202,0.830889671,
4.140414041,173.9973925,142.9646461,169.5756855,0.8307241,
4.160416042,173.9346155,142.8838907,169.5123202,0.830558541,
4.180418042,173.8719026,142.8032035,169.4490243,0.830392993,
4.200420042,173.8092538,142.7225848,169.3857981,0.830227458,
4.220422042,173.7466694,142.6420346,169.3226417,0.830061935,
4.240424042,173.6841493,142.561553,169.2595552,0.829896423,
4.260426043,173.6216939,142.4811401,169.1965388,0.829730923,
4.280428043,173.5593031,142.400796,169.1335925,0.829565436,
4.300430043,173.496977,142.3205209,169.0707166,0.82939996,
4.320432043,173.4347159,142.2403147,169.0079112,0.829234496,
4.340434043,173.3725198,142.1601776,168.9451765,0.829069045,
4.360436044,173.3103889,142.0801098,168.8825124,0.828903605,
4.380438044,173.2483232,142.0001113,168.8199193,0.828738177,
4.400440044,173.1863229,141.9201822,168.7573973,0.828572761,
4.420442044,173.1243881,141.8403226,168.6949464,0.828407357,
4.440444044,173.062519,141.7605326,168.6325669,0.828241965,
4.460446045,173.0007155,141.6808123,168.5702589,0.828076585,
4.480448045,172.938978,141.6011619,168.5080225,0.827911217,
4.500450045,172.8773064,141.5215814,168.4458578,0.827745861,
4.520452045,172.8157009,141.4420709,168.383765,0.827580516,
4.540454045,172.7541616,141.3626306,168.3217443,0.827415184,
4.560456046,172.6926887,141.2832605,168.2597958,0.827249864,
4.580458046,172.6312822,141.2039607,168.1979196,0.827084556,
4.600460046,172.5699423,141.1247313,168.1361158,0.826919259,
4.620462046,172.5086691,141.0455725,168.0743847,0.826753975,
4.640464046,172.4474627,140.9664843,168.0127263,0.826588703,
4.660466047,172.3863233,140.8874669,167.9511408,0.826423442,
4.680468047,172.3252509,140.8085203,167.8896284,0.826258194,
4.700470047,172.2642457,140.7296446,167.8281891,0.826092957,
4.720472047,172.2033078,140.65084,167.7668232,0.825927733,
4.740474047,172.1424373,140.5721065,167.7055307,0.82576252,
4.760476048,172.0816343,140.4934443,167.6443118,0.82559732,
4.780478048,172.020899,140.4148534,167.5831666,0.825432131,
4.800480048,171.9602314,140.336334,167.5220953,0.825266955,
4.820482048,171.8996318,140.2578861,167.4610981,0.82510179,
4.840484048,171.8391001,140.1795099,167.400175,0.824936638,
4.860486049,171.7786366,140.1012054,167.3393263,0.824771497,
4.880488049,171.7182413,140.0229727,167.2785519,0.824606368,
4.900490049,171.6579144,139.9448121,167.2178522,0.824441252,
4.920492049,171.597656,139.8667235,167.1572272,0.824276147,
4.940494049,171.5374662,139.788707,167.0966771,0.824111055,
4.96049605,171.4773451,139.7107628,167.036202,0.823945974,
4.98049805,171.4172929,139.632891,166.9758021,0.823780905,
5.00050005,171.3573096,139.5550916,166.9154774,0.823615849,
5.02050205,171.2973954,139.4773648,166.8552282,0.823450804,
5.04050405,171.2375505,139.3997107,166.7950546,0.823285771,
5.060506051,171.1777748,139.3221293,166.7349567,0.823120751,
5.080508051,171.1180686,139.2446208,166.6749347,0.822955742,
5.100510051,171.0584319,139.1671853,166.6149887,0.822790745,
5.120512051,170.998865,139.0898229,166.5551188,0.822625761,
5.140514051,170.9393678,139.0125336,166.4953252,0.822460788,
5.160516052,170.8799406,138.9353176,166.4356081,0.822295827,
5.180518052,170.8205834,138.858175,166.3759675,0.822130879,
5.200520052,170.7612963,138.7811058,166.3164036,0.821965942,
5.220522052,170.7020796,138.7041103,166.2569166,0.821801017,
5.240524052,170.6429332,138.6271884,166.1975066,0.821636105,
5.260526053,170.5838574,138.5503403,166.1381738,0.821471204,
5.280528053,170.5248521,138.4735661,166.0789182,0.821306315,
5.300530053,170.4659177,138.3968659,166.01974,0.821141439,
5.320532053,170.4070541,138.3202397,165.9606395,0.820976574,
5.340534053,170.3482615,138.2436878,165.9016166,0.820811722,
5.360536054,170.2895401,138.1672102,165.8426715,0.820646881,
5.380538054,170.2308898,138.0908069,165.7838045,0.820482053,
5.400540054,170.172311,138.0144782,165.7250156,0.820317236,
5.420542054,170.1138036,137.938224,165.666305,0.820152432,
5.440544054,170.0553677,137.8620445,165.6076727,0.819987639,
5.460546055,169.9970036,137.7859399,165.5491191,0.819822859,
5.480548055,169.9387114,137.7099101,165.4906441,0.81965809,
5.500550055,169.8804911,137.6339554,165.432248,0.819493334,
5.520552055,169.8223428,137.5580757,165.3739308,0.81932859,
5.540554055,169.7642668,137.4822713,165.3156928,0.819163857,
5.560556056,169.706263,137.4065421,165.2575341,0.818999137,
5.580558056,169.6483317,137.3308884,165.1994547,0.818834429,
5.600560056,169.5904729,137.2553102,165.1414549,0.818669733,
5.620562056,169.5326868,137.1798076,165.0835348,0.818505048,
5.640564056,169.4749735,137.1043807,165.0256945,0.818340376,
5.660566057,169.4173331,137.0290296,164.9679342,0.818175716,
5.680568057,169.3597657,136.9537545,164.910254,0.818011068,
5.700570057,169.3022715,136.8785553,164.852654,0.817846432,
5.720572057,169.2448505,136.8034323,164.7951345,0.817681808,
5.740574057,169.1875029,136.7283855,164.7376955,0.817517196,
5.760576058,169.1302288,136.6534151,164.6803372,0.817352596,
5.780578058,169.0730283,136.578521,164.6230597,0.817188008,
5.800580058,169.0159016,136.5037035,164.5658631,0.817023433,
5.820582058,168.9588487,136.4289626,164.5087477,0.816858869,
5.840584058,168.9018699,136.3542984,164.4517135,0.816694317,
5.860586059,168.8449651,136.2797111,164.3947607,0.816529778,
5.880588059,168.7881345,136.2052007,164.3378894,0.81636525,
5.900590059,168.7313783,136.1307674,164.2810998,0.816200734,
5.920592059,168.6746965,136.0564111,164.224392,0.816036231,
5.940594059,168.6180893,135.9821321,164.1677662,0.81587174,
5.96059606,168.5615569,135.9079305,164.1112225,0.81570726,
5.98059806,168.5050992,135.8338063,164.054761,0.815542793,
6.00060006,168.4487164,135.7597596,163.9983818,0.815378338,
6.02060206,168.3924088,135.6857906,163.9420853,0.815213894,
6.04060406,168.3361763,135.6118993,163.8858713,0.815049463,
6.060606061,168.280019,135.5380859,163.8297402,0.814885044,
6.080608061,168.2239372,135.4643504,163.773692,0.814720637,
6.100610061,168.167931,135.390693,163.7177269,0.814556242,
6.120612061,168.1120004,135.3171137,163.661845,0.814391859,
6.140614061,168.0561455,135.2436127,163.6060465,0.814227489,
6.160616062,168.0003666,135.17019,163.5503316,0.81406313,
6.180618062,167.9446636,135.0968458,163.4947002,0.813898783,
6.200620062,167.8890368,135.0235801,163.4391527,0.813734449,
6.220622062,167.8334863,134.9503931,163.3836891,0.813570126,
6.240624062,167.7780121,134.8772849,163.3283096,0.813405816,
6.260626063,167.7226144,134.8042555,163.2730143,0.813241517,
6.280628063,167.6672933,134.7313051,163.2178033,0.813077231,
6.300630063,167.6120489,134.6584338,163.1626769,0.812912957,
6.320632063,167.5568814,134.5856416,163.1076351,0.812748695,
6.340634063,167.5017908,134.5129287,163.0526781,0.812584445,
6.360636064,167.4467774,134.4402951,162.997806,0.812420207,
6.380638064,167.3918411,134.3677411,162.943019,0.812255981,
6.400640064,167.3369822,134.2952666,162.8883172,0.812091767,
6.420642064,167.2822007,134.2228718,162.8337008,0.811927565,
6.440644064,167.2274967,134.1505567,162.7791698,0.811763376,
6.460646065,167.1728705,134.0783216,162.7247245,0.811599198,
6.480648065,167.118322,134.0061664,162.670365,0.811435033,
6.500650065,167.0638515,133.9340913,162.6160914,0.811270879,
6.520652065,167.009459,133.8620964,162.5619038,0.811106738,
6.540654065,166.9551447,133.7901817,162.5078025,0.810942609,
6.560656066,166.9009086,133.7183475,162.4537875,0.810778492,
6.580658066,166.846751,133.6465937,162.3998589,0.810614387,
6.600660066,166.7926719,133.5749206,162.346017,0.810450294,
6.620662066,166.7386714,133.5033281,162.2922619,0.810286213,
6.640664066,166.6847496,133.4318164,162.2385937,0.810122145,
6.660666067,166.6309068,133.3603856,162.1850125,0.809958088,
6.680668067,166.5771429,133.2890358,162.1315186,0.809794044,
6.700670067,166.5234582,133.2177671,162.0781119,0.809630012,
6.720672067,166.4698526,133.1465796,162.0247928,0.809465991,
6.740674067,166.4163265,133.0754734,161.9715612,0.809301983,
6.760676068,166.3628798,133.0044486,161.9184174,0.809137987,
6.780678068,166.3095127,132.9335053,161.8653616,0.808974003,
6.800680068,166.2562253,132.8626436,161.8123937,0.808810031,
6.820682068,166.2030178,132.7918636,161.7595141,0.808646072,
6.840684068,166.1498902,132.7211655,161.7067228,0.808482124,
6.860686069,166.0968427,132.6505492,161.6540199,0.808318189,
6.880688069,166.0438753,132.5800149,161.6014057,0.808154266,
6.900690069,165.9909883,132.5095628,161.5488802,0.807990354,
6.920692069,165.9381817,132.4391929,161.4964436,0.807826455,
6.940694069,165.8854556,132.3689053,161.444096,0.807662568,
6.96069607,165.8328103,132.2987001,161.3918376,0.807498693,
6.98069807,165.7802457,132.2285774,161.3396685,0.807334831,
7.00070007,165.727762,132.1585373,161.2875889,0.80717098,
7.02070207,165.6753593,132.08858,161.2355989,0.807007142,
7.04070407,165.6230378,132.0187055,161.1836986,0.806843315,
7.060706071,165.5707975,131.9489139,161.1318882,0.806679501,
7.080708071,165.5186387,131.8792053,161.0801678,0.806515699,
7.100710071,165.4665613,131.8095799,161.0285376,0.806351909,
7.120712071,165.4145656,131.7400377,160.9769978,0.806188131,
7.140714071,165.3626516,131.6705788,160.9255483,0.806024366,
7.160716072,165.3108194,131.6012034,160.8741895,0.805860612,
7.180718072,165.2590693,131.5319115,160.8229214,0.805696871,
7.200720072,165.2074012,131.4627032,160.7717441,0.805533141,
7.220722072,165.1558154,131.3935787,160.7206579,0.805369424,
7.240724072,165.1043119,131.324538,160.6696628,0.805205719,
7.260726073,165.0528908,131.2555813,160.6187591,0.805042027,
7.280728073,165.0015524,131.1867086,160.5679467,0.804878346,
7.300730073,164.9502966,131.11792,160.517226,0.804714677,
7.320732073,164.8991236,131.0492157,160.466597,0.804551021,
7.340734073,164.8480336,130.9805957,160.4160598,0.804387377,
7.360736074,164.7970267,130.9120602,160.3656147,0.804223745,
7.380738074,164.7461029,130.8436092,160.3152617,0.804060125,
7.400740074,164.6952624,130.7752429,160.265001,0.803896517,
7.420742074,164.6445053,130.7069614,160.2148327,0.803732921,
7.440744074,164.5938318,130.6387646,160.164757,0.803569338,
7.460746075,164.5432419,130.5706529,160.114774,0.803405766,
7.480748075,164.4927358,130.5026262,160.0648839,0.803242207,
7.500750075,164.4423136,130.4346847,160.0150868,0.80307866,
7.520752075,164.3919754,130.3668284,159.9653828,0.802915125,
7.540754075,164.3417213,130.2990575,159.9157721,0.802751603,
7.560756076,164.2915515,130.231372,159.8662548,0.802588092,
7.580758076,164.241466,130.1637722,159.8168311,0.802424594,
7.600760076,164.191465,130.0962579,159.7675011,0.802261107,
7.620762076,164.1415487,130.0288295,159.7182649,0.802097633,
7.640764076,164.091717,129.9614869,159.6691228,0.801934172,
7.660766077,164.0419702,129.8942303,159.6200747,0.801770722,
7.680768077,163.9923084,129.8270598,159.5711209,0.801607284,
7.700770077,163.9427317,129.7599754,159.5222616,0.801443859,
7.720772077,163.8932401,129.6929774,159.4734968,0.801280446,
7.740774077,163.8438339,129.6260657,159.4248267,0.801117045,
7.760776078,163.7945132,129.5592405,159.3762514,0.800953656,
7.780778078,163.745278,129.4925018,159.3277712,0.800790279,
7.800780078,163.6961285,129.4258499,159.279386,0.800626915,
7.820782078,163.6470647,129.3592847,159.2310961,0.800463562,
7.840784078,163.5980869,129.2928064,159.1829016,0.800300222,
7.860786079,163.5491952,129.2264151,159.1348027,0.800136894,
7.880788079,163.5003896,129.1601109,159.0867995,0.799973579,
7.900790079,163.4516703,129.0938939,159.038892,0.799810275,
7.920792079,163.4030374,129.0277642,158.9910806,0.799646984,
7.940794079,163.354491,128.9617219,158.9433653,0.799483704,
7.96079608,163.3060312,128.895767,158.8957462,0.799320437,
7.98079808,163.2576582,128.8298998,158.8482235,0.799157182,
8.00080008,163.2093721,128.7641203,158.8007974,0.79899394,
8.02080208,163.161173,128.6984285,158.7534679,0.798830709,
8.04080408,163.1130609,128.6328247,158.7062353,0.798667491,
8.060806081,163.0650362,128.5673089,158.6590996,0.798504285,
8.080808081,163.0170987,128.5018811,158.612061,0.798341091,
8.100810081,162.9692488,128.4365416,158.5651197,0.79817791,
8.120812081,162.9214864,128.3712904,158.5182758,0.79801474,
8.140814081,162.8738118,128.3061276,158.4715294,0.797851583,
8.160816082,162.826225,128.2410533,158.4248806,0.797688438,
8.180818082,162.7787261,128.1760676,158.3783297,0.797525305,
8.200820082,162.7313153,128.1111707,158.3318767,0.797362184,
8.220822082,162.6839927,128.0463625,158.2855219,0.797199076,
8.240824082,162.6367584,127.9816433,158.2392652,0.797035979,
8.260826083,162.5896126,127.9170131,158.193107,0.796872895,
8.280828083,162.5425553,127.852472,158.1470472,0.796709824,
8.300830083,162.4955866,127.7880201,158.1010862,0.796546764,
8.320832083,162.4487068,127.7236576,158.0552239,0.796383717,
8.340834083,162.4019158,127.6593845,158.0094606,0.796220681,
8.360836084,162.3552139,127.5952009,157.9637963,0.796057658,
8.380838084,162.3086011,127.5311069,157.9182313,0.795894648,
8.400840084,162.2620776,127.4671027,157.8727657,0.795731649,
8.420842084,162.2156435,127.4031883,157.8273996,0.795568663,
8.440844084,162.1692989,127.3393638,157.7821331,0.795405689,
8.460846085,162.1230439,127.2756294,157.7369664,0.795242727,
8.480848085,162.0768786,127.2119851,157.6918997,0.795079777,
8.500850085,162.0308032,127.148431,157.646933,0.79491684,
8.520852085,161.9848178,127.0849673,157.6020666,0.794753914,
8.540854085,161.9389225,127.021594,157.5573005,0.794591001,
8.560856086,161.8931174,126.9583113,157.5126349,0.794428101,
8.580858086,161.8474026,126.8951192,157.46807,0.794265212,
8.600860086,161.8017783,126.8320178,157.4236059,0.794102336,
8.620862086,161.7562446,126.7690073,157.3792426,0.793939472,
8.640864086,161.7108016,126.7060878,157.3349805,0.79377662,
8.660866087,161.6654494,126.6432593,157.2908196,0.79361378,
8.680868087,161.6201881,126.5805219,157.24676,0.793450953,
8.700870087,161.5750179,126.5178758,157.2028019,0.793288138,
8.720872087,161.5299389,126.4553211,157.1589454,0.793125335,
8.740874087,161.4849511,126.3928578,157.1151908,0.792962544,
8.760876088,161.4400548,126.3304861,157.071538,0.792799766,
8.780878088,161.39525,126.268206,157.0279873,0.792637,
8.800880088,161.3505369,126.2060177,156.9845388,0.792474246,
8.820882088,161.3059155,126.1439213,156.9411927,0.792311504,
8.840884088,161.261386,126.0819168,156.897949,0.792148775,
8.860886089,161.2169486,126.0200044,156.8548079,0.791986057,
8.880888089,161.1726032,125.9581842,156.8117697,0.791823352,
8.900890089,161.1283502,125.8964562,156.7688343,0.79166066,
8.920892089,161.0841894,125.8348206,156.726002,0.791497979,
8.940894089,161.0401212,125.7732774,156.6832729,0.791335311,
8.96089609,160.9961456,125.7118269,156.6406471,0.791172655,
8.98089809,160.9522627,125.650469,156.5981248,0.791010011,
9.00090009,160.9084727,125.5892039,156.5557061,0.79084738,
9.02090209,160.8647756,125.5280317,156.5133912,0.790684761,
9.04090409,160.8211716,125.4669524,156.4711802,0.790522154,
