dista [mm],"L(Current1,Current1) [uH]","L(Current3,Current1) [uH]","L(Current3,Current3) [uH]","CplCoef(Current1,Current3) []",Data_Type
24.24242424,137.797827,90.48636155,134.0859713,0.665052835,
24.26242624,137.7669613,90.43956913,134.0513256,0.664866628,
24.28242824,137.7361054,90.39278967,134.0166898,0.664680406,
24.30243024,137.7052596,90.34602339,133.9820641,0.66449417,
24.32243224,137.6744241,90.29927053,133.947449,0.66430792,
24.34243424,137.6435989,90.25253133,133.9128448,0.664121656,
24.36243624,137.6127843,90.20580603,133.8782519,0.66393538,
24.38243824,137.5819806,90.15909486,133.8436707,0.663749092,
24.40244024,137.5511877,90.11239805,133.8091014,0.663562793,
24.42244224,137.5204061,90.06571586,133.7745445,0.663376483,
24.44244424,137.4896357,90.01904851,133.7400003,0.663190163,
24.46244624,137.4588769,89.97239624,133.7054691,0.663003833,
24.48244824,137.4281298,89.92575929,133.6709515,0.662817494,
24.50245025,137.3973945,89.87913789,133.6364476,0.662631148,
24.52245225,137.3666713,89.83253229,133.6019578,0.662444793,
24.54245425,137.3359604,89.78594271,133.5674826,0.662258432,
24.56245625,137.3052619,89.7393694,133.5330223,0.662072064,
24.58245825,137.274576,89.69281259,133.4985772,0.66188569,
24.60246025,137.2439029,89.64627253,133.4641478,0.661699312,
24.62246225,137.2132427,89.59974944,133.4297343,0.661512928,
24.64246425,137.1825958,89.55324356,133.3953371,0.661326541,
24.66246625,137.1519622,89.50675513,133.3609566,0.661140151,
24.68246825,137.1213421,89.46028439,133.3265931,0.660953758,
24.70247025,137.0907357,89.41383158,133.2922471,0.660767363,
24.72247225,137.0601433,89.36739693,133.2579188,0.660580966,
24.74247425,137.0295649,89.32098067,133.2236087,0.660394569,
24.76247625,136.9990008,89.27458305,133.189317,0.660208172,
24.78247825,136.9684511,89.22820431,133.1550442,0.660021775,
24.80248025,136.937916,89.18184467,133.1207906,0.659835379,
24.82248225,136.9073958,89.13550438,133.0865566,0.659648985,
24.84248425,136.8768906,89.08918367,133.0523426,0.659462594,
24.86248625,136.8464005,89.04288279,133.0181488,0.659276205,
24.88248825,136.8159258,88.99660196,132.9839756,0.65908982,
24.90249025,136.7854667,88.95034143,132.9498235,0.658903439,
24.92249225,136.7550233,88.90410142,132.9156928,0.658717063,
24.94249425,136.7245958,88.85788219,132.8815838,0.658530692,
24.96249625,136.6941844,88.81168396,132.8474969,0.658344328,
24.98249825,136.6637893,88.76550698,132.8134325,0.65815797,
25.00250025,136.6334106,88.71935147,132.7793909,0.65797162,
25.02250225,136.6030486,88.67321768,132.7453724,0.657785277,
25.04250425,136.5727034,88.62710584,132.7113775,0.657598943,
25.06250625,136.5423753,88.58101619,132.6774066,0.657412619,
25.08250825,136.5120643,88.53494898,132.6434598,0.657226304,
25.10251025,136.4817707,88.48890442,132.6095377,0.65704,
25.12251225,136.4514947,88.44288277,132.5756406,0.656853706,
25.14251425,136.4212364,88.39688425,132.5417689,0.656667425,
25.16251625,136.3909961,88.35090911,132.5079228,0.656481155,
25.18251825,136.3607739,88.30495758,132.4741028,0.656294899,
25.20252025,136.3305699,88.2590299,132.4403093,0.656108656,
25.22252225,136.3003845,88.21312631,132.4065425,0.655922428,
25.24252425,136.2702177,88.16724704,132.3728029,0.655736214,
25.26252625,136.2400698,88.12139233,132.3390908,0.655550016,
25.28252825,136.2099409,88.07556242,132.3054065,0.655363834,
25.30253025,136.1798312,88.02975754,132.2717505,0.655177668,
25.32253225,136.1497409,87.98397793,132.2381231,0.65499152,
25.34253425,136.1196702,87.93822384,132.2045247,0.654805389,
25.36253625,136.0896193,87.89249548,132.1709556,0.654619278,
25.38253825,136.0595883,87.84679311,132.1374161,0.654433185,
25.40254025,136.0295774,87.80111696,132.1039067,0.654247112,
25.42254225,135.9995869,87.75546726,132.0704277,0.65406106,
25.44254425,135.9696168,87.70984426,132.0369794,0.653875029,
25.46254625,135.9396675,87.66424818,132.0035623,0.653689019,
25.48254825,135.909739,87.61867928,131.9701766,0.653503032,
25.50255026,135.8798315,87.57313777,131.9368228,0.653317068,
25.52255226,135.8499453,87.52762391,131.9035012,0.653131127,
25.54255426,135.8200805,87.48213793,131.8702121,0.65294521,
25.56255626,135.7902373,87.43668006,131.836956,0.652759318,
25.58255826,135.7604159,87.39125054,131.8037332,0.652573452,
25.60256026,135.7306164,87.34584961,131.770544,0.652387612,
25.62256226,135.7008391,87.30047751,131.7373888,0.652201798,
25.64256426,135.6710841,87.25513447,131.704268,0.652016011,
25.66256626,135.6413517,87.20982073,131.6711819,0.651830253,
25.68256826,135.6116419,87.16453653,131.6381309,0.651644523,
25.70257026,135.581955,87.1192821,131.6051153,0.651458822,
25.72257226,135.5522912,87.07405768,131.5721356,0.651273151,
25.74257426,135.5226506,87.02886351,131.539192,0.65108751,
25.76257626,135.4930335,86.98369982,131.506285,0.650901901,
25.78257826,135.46344,86.93856686,131.4734149,0.650716323,
25.80258026,135.4338703,86.89346485,131.440582,0.650530777,
25.82258226,135.4043245,86.84839404,131.4077867,0.650345264,
25.84258426,135.3748029,86.80335466,131.3750294,0.650159785,
25.86258626,135.3453057,86.75834696,131.3423105,0.64997434,
25.88258826,135.315833,86.71337116,131.3096302,0.64978893,
25.90259026,135.2863851,86.6684275,131.276989,0.649603555,
25.92259226,135.256962,86.62351622,131.2443873,0.649418216,
25.94259426,135.227564,86.57863756,131.2118253,0.649232914,
25.96259626,135.1981913,86.53379176,131.1793034,0.649047649,
25.98259826,135.168844,86.48897904,131.1468221,0.648862421,
26.00260026,135.1395223,86.44419966,131.1143816,0.648677233,
26.02260226,135.1102265,86.39945384,131.0819823,0.648492083,
26.04260426,135.0809567,86.35474182,131.0496246,0.648306974,
26.06260626,135.051713,86.31006384,131.0173089,0.648121904,
26.08260826,135.0224958,86.26542014,130.9850355,0.647936876,
26.10261026,134.993305,86.22081096,130.9528047,0.647751889,
26.12261226,134.964141,86.17623652,130.920617,0.647566945,
26.14261426,134.935004,86.13169707,130.8884726,0.647382043,
26.16261626,134.905894,86.08719284,130.8563721,0.647197185,
26.18261826,134.8768113,86.04272408,130.8243156,0.647012371,
26.20262026,134.847756,85.99829101,130.7923036,0.646827602,
26.22262226,134.8187285,85.95389388,130.7603364,0.646642878,
26.24262426,134.7897287,85.90953292,130.7284144,0.6464582,
26.26262626,134.760757,85.86520838,130.696538,0.646273569,
26.28262826,134.7318134,85.82092047,130.6647075,0.646088985,
26.30263026,134.7028983,85.77666945,130.6329232,0.645904449,
26.32263226,134.6740117,85.73245555,130.6011856,0.645719961,
26.34263426,134.6451539,85.68827901,130.569495,0.645535523,
26.36263626,134.616325,85.64414006,130.5378518,0.645351134,
26.38263826,134.5875252,85.60003895,130.5062563,0.645166795,
26.40264026,134.5587547,85.5559759,130.4747088,0.644982508,
26.42264226,134.5300137,85.51195116,130.4432098,0.644798272,
26.44264426,134.5013024,85.46796496,130.4117596,0.644614088,
26.46264626,134.4726209,85.42401753,130.3803586,0.644429958,
26.48264826,134.4439694,85.38010913,130.3490071,0.64424588,
26.50265027,134.4153482,85.33623997,130.3177054,0.644061857,
26.52265227,134.3867574,85.29241031,130.286454,0.643877889,
26.54265427,134.3581971,85.24862038,130.2552533,0.643693975,
26.56265627,134.3296677,85.2048704,130.2241034,0.643510118,
26.58265827,134.3011691,85.16116063,130.193005,0.643326318,
26.60266027,134.2727017,85.1174913,130.1619582,0.643142574,
26.62266227,134.2442656,85.07386264,130.1309634,0.642958889,
26.64266427,134.2158611,85.0302749,130.1000211,0.642775262,
26.66266627,134.1874882,84.9867283,130.0691315,0.642591694,
26.68266827,134.1591471,84.94322309,130.0382951,0.642408185,
26.70267027,134.1308382,84.8997595,130.0075121,0.642224737,
26.72267227,134.1025614,84.85633777,129.9767831,0.64204135,
26.74267427,134.0743171,84.81295814,129.9461082,0.641858025,
26.76267627,134.0461054,84.76962084,129.9154879,0.641674762,
26.78267827,134.0179264,84.72632612,129.8849225,0.641491561,
26.80268027,133.9897804,84.6830742,129.8544125,0.641308424,
26.82268227,133.9616676,84.63986532,129.8239581,0.641125352,
26.84268427,133.9335881,84.59669973,129.7935597,0.640942343,
26.86268627,133.9055422,84.55357766,129.7632177,0.640759401,
26.88268827,133.8775299,84.51049934,129.7329324,0.640576524,
26.90269027,133.8495515,84.46746502,129.7027042,0.640393713,
26.92269227,133.8216072,84.42447492,129.6725335,0.64021097,
26.94269427,133.7936971,84.38152929,129.6424206,0.640028295,
26.96269627,133.7658215,84.33862837,129.612366,0.639845688,
26.98269827,133.7379804,84.29577238,129.5823698,0.63966315,
27.00270027,133.7101742,84.25296158,129.5524326,0.639480682,
27.02270227,133.682403,84.21019618,129.5225546,0.639298284,
27.04270427,133.6546669,84.16747644,129.4927362,0.639115957,
27.06270627,133.6269662,84.12480259,129.4629779,0.638933702,
27.08270827,133.599301,84.08217486,129.4332798,0.638751519,
27.10271027,133.5716716,84.0395935,129.4036425,0.638569408,
27.12271227,133.544078,83.99705874,129.3740663,0.638387371,
27.14271427,133.5165205,83.95457081,129.3445515,0.638205408,
27.16271627,133.4889993,83.91212995,129.3150985,0.63802352,
27.18271827,133.4615146,83.86973641,129.2857076,0.637841707,
27.20272027,133.4340665,83.82739041,129.2563793,0.63765997,
27.22272227,133.4066552,83.7850922,129.2271138,0.63747831,
27.24272427,133.3792809,83.74284201,129.1979116,0.637296727,
27.26272627,133.3519437,83.70064008,129.1687729,0.637115221,
27.28272827,133.324644,83.65848664,129.1396983,0.636933794,
27.30273027,133.2973818,83.61638194,129.1106879,0.636752446,
27.32273227,133.2701573,83.5743262,129.0817422,0.636571177,
27.34273427,133.2429708,83.53231967,129.0528616,0.636389989,
27.36273627,133.2158224,83.49036259,129.0240463,0.636208882,
27.38273827,133.1887122,83.44845518,128.9952969,0.636027856,
27.40274027,133.1616405,83.4065977,128.9666135,0.635846913,
27.42274227,133.1346075,83.36479036,128.9379966,0.635666052,
27.44274427,133.1076133,83.32303342,128.9094466,0.635485275,
27.46274627,133.0806581,83.28132711,128.8809638,0.635304581,
27.48274827,133.0537421,83.23967166,128.8525485,0.635123973,
27.50275028,133.0268655,83.19806731,128.8242012,0.634943449,
27.52275228,133.0000285,83.1565143,128.7959221,0.634763012,
27.54275428,132.9732312,83.11501287,128.7677117,0.634582661,
27.56275628,132.9464739,83.07356325,128.7395704,0.634402397,
27.58275828,132.9197566,83.03216569,128.7114983,0.634222221,
27.60276028,132.8930797,82.9908204,128.6834961,0.634042133,
27.62276228,132.8664433,82.94952765,128.6555639,0.633862134,
27.64276428,132.8398475,82.90828765,128.6277021,0.633682225,
27.66276628,132.8132926,82.86710065,128.5999112,0.633502407,
27.68276828,132.7867787,82.82596689,128.5721914,0.633322679,
27.70277028,132.7603061,82.7848866,128.5445432,0.633143042,
27.72277228,132.7338748,82.74386002,128.5169669,0.632963498,
27.74277428,132.7074851,82.70288738,128.4894628,0.632784046,
27.76277628,132.6811372,82.66196893,128.4620314,0.632604688,
27.78277828,132.6548313,82.6211049,128.4346729,0.632425424,
27.80278028,132.6285675,82.58029552,128.4073878,0.632246255,
27.82278228,132.602346,82.53954104,128.3801764,0.63206718,
27.84278428,132.576167,82.49884169,128.353039,0.631888202,
27.86278628,132.5500307,82.45819771,128.325976,0.63170932,
27.88278828,132.5239373,82.41760933,128.2989879,0.631530535,
27.90279028,132.4978869,82.37707679,128.2720749,0.631351848,
27.92279228,132.4718797,82.33660033,128.2452373,0.631173259,
27.94279428,132.445916,82.29618019,128.2184757,0.63099477,
27.96279628,132.4199959,82.2558166,128.1917903,0.63081638,
27.98279828,132.3941195,82.2155098,128.1651814,0.63063809,
28.00280028,132.3682872,82.17526003,128.1386495,0.630459901,
28.02280228,132.3424989,82.13506752,128.112195,0.630281813,
28.04280428,132.3167551,82.09493252,128.0858181,0.630103828,
28.06280628,132.2910557,82.05485525,128.0595192,0.629925945,
28.08280828,132.265401,82.01483595,128.0332987,0.629748166,
28.10281028,132.2397913,81.97487487,128.0071569,0.62957049,
28.12281228,132.2142266,81.93497223,127.9810943,0.62939292,
28.14281428,132.1887071,81.89512828,127.9551112,0.629215454,
28.16281628,132.1632331,81.85534325,127.9292079,0.629038094,
28.18281828,132.1378047,81.81561739,127.9033847,0.628860841,
28.20282028,132.1124221,81.77595092,127.8776422,0.628683695,
28.22282228,132.0870855,81.73634408,127.8519805,0.628506657,
28.24282428,132.0617951,81.69679711,127.8264002,0.628329726,
28.26282628,132.036551,81.65731025,127.8009014,0.628152905,
28.28282828,132.0113534,81.61788374,127.7754847,0.627976194,
28.30283028,131.9862026,81.57851781,127.7501503,0.627799592,
28.32283228,131.9610987,81.53921269,127.7248987,0.627623102,
28.34283428,131.9360418,81.49996863,127.6997301,0.627446723,
28.36283628,131.9110323,81.46078586,127.674645,0.627270456,
28.38283828,131.8860702,81.42166463,127.6496437,0.627094302,
28.40284028,131.8611557,81.38260516,127.6247265,0.626918261,
28.42284228,131.836289,81.34360769,127.5998939,0.626742334,
28.44284428,131.8114704,81.30467246,127.5751461,0.626566521,
28.46284628,131.7866999,81.26579971,127.5504836,0.626390824,
28.48284828,131.7619778,81.22698968,127.5259068,0.626215243,
28.50285029,131.7373043,81.18824259,127.5014158,0.626039778,
28.52285229,131.7126795,81.1495587,127.4770112,0.62586443,
28.54285429,131.6881036,81.11093823,127.4526933,0.6256892,
28.56285629,131.6635768,81.07238142,127.4284625,0.625514088,
28.58285829,131.6390993,81.03388851,127.4043191,0.625339095,
28.60286029,131.6146713,80.99545974,127.3802634,0.625164222,
28.62286229,131.5902929,80.95709534,127.3562959,0.624989469,
28.64286429,131.5659644,80.91879555,127.3324168,0.624814836,
28.66286629,131.5416859,80.8805606,127.3086267,0.624640325,
28.68286829,131.5174576,80.84239075,127.2849257,0.624465936,
28.70287029,131.4932797,80.80428621,127.2613143,0.62429167,
28.72287229,131.4691523,80.76624723,127.2377929,0.624117527,
28.74287429,131.4450757,80.72827405,127.2143617,0.623943508,
28.76287629,131.42105,80.6903669,127.1910213,0.623769614,
28.78287829,131.3970755,80.65252601,127.1677718,0.623595845,
28.80288029,131.3731523,80.61475164,127.1446137,0.623422201,
28.82288229,131.3492805,80.577044,127.1215474,0.623248684,
28.84288429,131.3254605,80.53940335,127.0985731,0.623075294,
28.86288629,131.3016922,80.50182991,127.0756914,0.622902032,
28.88288829,131.277976,80.46432393,127.0529024,0.622728898,
28.90289029,131.2543121,80.42688564,127.0302067,0.622555893,
28.92289229,131.2307005,80.38951528,127.0076044,0.622383017,
28.94289429,131.2071416,80.35221308,126.9850961,0.622210272,
28.96289629,131.1836354,80.31497928,126.9626821,0.622037657,
28.98289829,131.1601821,80.27781412,126.9403627,0.621865174,
29.00290029,131.136782,80.24071784,126.9181383,0.621692822,
29.02290229,131.1134352,80.20369067,126.8960092,0.621520604,
29.04290429,131.0901419,80.16673285,126.8739759,0.621348519,
29.06290629,131.0669023,80.12984462,126.8520386,0.621176567,
29.08290829,131.0437166,80.09302621,126.8301977,0.62100475,
29.10291029,131.0205849,80.05627787,126.8084537,0.620833069,
29.12291229,130.9975075,80.01959982,126.7868068,0.620661523,
29.14291429,130.9744845,79.9829923,126.7652574,0.620490113,
29.16291629,130.9515161,79.94645556,126.7438059,0.620318841,
29.18291829,130.9286025,79.90998982,126.7224526,0.620147706,
29.20292029,130.9057438,79.87359533,126.7011979,0.619976709,
29.22292229,130.8829404,79.83727233,126.6800422,0.619805852,
29.24292429,130.8601922,79.80102104,126.6589858,0.619635133,
29.26292629,130.8374996,79.76484171,126.6380291,0.619464555,
29.28292829,130.8148626,79.72873458,126.6171725,0.619294118,
29.30293029,130.7922816,79.69269987,126.5964162,0.619123822,
29.32293229,130.7697566,79.65673783,126.5757607,0.618953668,
29.34293429,130.7472879,79.6208487,126.5552063,0.618783657,
29.36293629,130.7248757,79.58503271,126.5347534,0.618613789,
29.38293829,130.70252,79.54929009,126.5144024,0.618444065,
29.40294029,130.6802212,79.5136211,126.4941535,0.618274485,
29.42294229,130.6579793,79.47802595,126.4740073,0.618105051,
29.44294429,130.6357946,79.44250489,126.4539639,0.617935762,
29.46294629,130.6136673,79.40705816,126.4340239,0.617766619,
29.48294829,130.5915975,79.371686,126.4141875,0.617597624,
29.5029503,130.5695854,79.33638863,126.3944551,0.617428776,
29.5229523,130.5476313,79.30116631,126.3748271,0.617260077,
29.5429543,130.5257352,79.26601925,126.3553038,0.617091526,
29.5629563,130.5038974,79.23094771,126.3358856,0.616923125,
29.5829583,130.482118,79.19595192,126.3165729,0.616754874,
29.6029603,130.4603973,79.16103211,126.2973659,0.616586773,
29.6229623,130.4387354,79.12618852,126.2782652,0.616418824,
29.6429643,130.4171326,79.09142139,126.259271,0.616251027,
29.6629663,130.3955889,79.05673096,126.2403837,0.616083383,
29.6829683,130.3741045,79.02211747,126.2216036,0.615915892,
29.7029703,130.3526798,78.98758114,126.2029312,0.615748554,
29.7229723,130.3313148,78.95312222,126.1843667,0.615581372,
29.7429743,130.3100097,78.91874095,126.1659106,0.615414344,
29.7629763,130.2887647,78.88443755,126.1475632,0.615247472,
29.7829783,130.2675799,78.85021227,126.1293249,0.615080756,
29.8029803,130.2464557,78.81606535,126.111196,0.614914197,
29.8229823,130.2253921,78.78199703,126.0931768,0.614747796,
29.8429843,130.2043894,78.74800753,126.0752678,0.614581553,
29.8629863,130.1834477,78.71409709,126.0574694,0.614415469,
29.8829883,130.1625672,78.68026596,126.0397817,0.614249545,
29.9029903,130.141748,78.64651437,126.0222054,0.61408378,
29.9229923,130.1209905,78.61284256,126.0047406,0.613918176,
29.9429943,130.1002947,78.57925076,125.9873877,0.613752734,
29.9629963,130.0796608,78.54573921,125.9701472,0.613587453,
29.9829983,130.0590891,78.51230815,125.9530193,0.613422336,
30.0030003,130.038579,78.47895733,125.9360037,0.61325738,
30.0230023,130.0180956,78.44565953,125.9190553,0.613092528,
30.0430043,129.9976187,78.41239898,125.9021481,0.612927748,
30.0630063,129.9771482,78.3791756,125.885282,0.612763038,
30.0830083,129.9566844,78.34598933,125.8684568,0.612598399,
30.1030103,129.9362272,78.31284008,125.8516725,0.61243383,
30.1230123,129.9157768,78.27972779,125.8349288,0.612269331,
30.1430143,129.8953332,78.24665239,125.8182257,0.612104903,
30.1630163,129.8748965,78.21361381,125.8015631,0.611940544,
30.1830183,129.8544667,78.18061198,125.7849408,0.611776256,
30.2030203,129.8340439,78.14764682,125.7683586,0.611612038,
30.2230223,129.8136282,78.11471827,125.7518166,0.611447889,
30.2430243,129.7932197,78.08182626,125.7353145,0.611283809,
30.2630263,129.7728183,78.04897071,125.7188522,0.6111198,
30.2830283,129.7524243,78.01615155,125.7024297,0.610955859,
30.3030303,129.7320376,77.98336872,125.6860467,0.610791988,
30.3230323,129.7116584,77.95062214,125.6697032,0.610628186,
30.3430343,129.6912867,77.91791175,125.653399,0.610464453,
30.3630363,129.6709225,77.88523746,125.637134,0.610300789,
30.3830383,129.650566,77.85259922,125.6209081,0.610137193,
30.4030403,129.6302172,77.81999695,125.6047212,0.609973666,
30.4230423,129.6098761,77.78743058,125.5885731,0.609810208,
30.4430443,129.589543,77.75490003,125.5724638,0.609646818,
30.4630463,129.5692177,77.72240525,125.556393,0.609483496,
30.4830483,129.5489004,77.68994615,125.5403607,0.609320243,
30.50305031,129.5285912,77.65752267,125.5243667,0.609157057,
30.52305231,129.5082901,77.62513474,125.508411,0.608993939,
30.54305431,129.4879971,77.59278229,125.4924933,0.608830889,
30.56305631,129.4677125,77.56046523,125.4766137,0.608667907,
30.58305831,129.4474362,77.52818352,125.4607718,0.608504992,
30.60306031,129.4271683,77.49593707,125.4449678,0.608342145,
30.62306231,129.4069088,77.46372581,125.4292013,0.608179364,
30.64306431,129.3866579,77.43154967,125.4134723,0.608016651,
30.66306631,129.3664156,77.39940859,125.3977806,0.607854005,
30.68306831,129.346182,77.36730248,125.3821262,0.607691426,
30.70307031,129.3259572,77.33523129,125.3665089,0.607528914,
30.72307231,129.3057411,77.30319494,125.3509285,0.607366468,
30.74307431,129.285534,77.27119336,125.3353851,0.607204089,
30.76307631,129.2653358,77.23922648,125.3198783,0.607041777,
30.78307831,129.2451466,77.20729422,125.3044082,0.60687953,
30.80308031,129.2249665,77.17539652,125.2889746,0.60671735,
30.82308231,129.2047956,77.14353331,125.2735773,0.606555236,
30.84308431,129.1846339,77.11170452,125.2582163,0.606393188,
30.86308631,129.1644815,77.07991007,125.2428914,0.606231205,
30.88308831,129.1443385,77.0481499,125.2276025,0.606069289,
30.90309031,129.124205,77.01642393,125.2123495,0.605907438,
30.92309231,129.1040809,76.98473209,125.1971322,0.605745652,
30.94309431,129.0839665,76.95307432,125.1819506,0.605583932,
30.96309631,129.0638617,76.92145054,125.1668044,0.605422277,
30.98309831,129.0437666,76.88986069,125.1516937,0.605260687,
31.00310031,129.0236813,76.85830468,125.1366181,0.605099161,
31.02310231,129.0036058,76.82678245,125.1215777,0.604937701,
31.04310431,128.9835403,76.79529394,125.1065724,0.604776306,
31.06310631,128.9634848,76.76383906,125.0916019,0.604614975,
31.08310831,128.9434393,76.73241775,125.0766661,0.604453708,
31.10311031,128.923404,76.70102994,125.061765,0.604292506,
31.12311231,128.9033789,76.66967556,125.0468984,0.604131368,
31.14311431,128.883364,76.63835453,125.0320662,0.603970294,
31.16311631,128.8633595,76.60706679,125.0172683,0.603809285,
31.18311831,128.8433655,76.57581226,125.0025045,0.603648339,
31.20312031,128.8233819,76.54459088,124.9877747,0.603487457,
31.22312231,128.8034088,76.51340257,124.9730788,0.603326638,
31.24312431,128.7834464,76.48224727,124.9584167,0.603165883,
31.26312631,128.7634947,76.4511249,124.9437882,0.603005191,
31.28312831,128.7435537,76.42003539,124.9291933,0.602844563,
31.30313031,128.7236235,76.38897867,124.9146317,0.602683997,
31.32313231,128.7037043,76.35795468,124.9001035,0.602523495,
31.34313431,128.683796,76.32696333,124.8856084,0.602363056,
31.36313631,128.6638988,76.29600456,124.8711463,0.602202679,
31.38313831,128.6440126,76.2650783,124.8567171,0.602042365,
31.40314031,128.6241377,76.23418448,124.8423207,0.601882114,
31.42314231,128.604274,76.20332303,124.8279569,0.601721925,
31.44314431,128.5844216,76.17249388,124.8136257,0.601561798,
31.46314631,128.5645806,76.14169695,124.7993269,0.601401733,
31.48314831,128.544751,76.11093217,124.7850604,0.60124173,
31.50315032,128.524933,76.08019948,124.7708261,0.60108179,
31.52315232,128.5051265,76.04949881,124.7566237,0.600921911,
31.54315432,128.4853318,76.01883008,124.7424533,0.600762094,
31.56315632,128.4655487,75.98819322,124.7283147,0.600602338,
31.58315832,128.4457775,75.95758816,124.7142078,0.600442644,
31.60316032,128.4260181,75.92701484,124.7001324,0.600283011,
31.62316232,128.4062706,75.89647318,124.6860884,0.600123439,
31.64316432,128.3865352,75.86596311,124.6720758,0.599963928,
31.66316632,128.3668118,75.83548455,124.6580943,0.599804479,
31.68316832,128.3471006,75.80503745,124.6441438,0.59964509,
31.70317032,128.3274016,75.77462173,124.6302243,0.599485761,
31.72317232,128.3077149,75.74423731,124.6163356,0.599326494,
31.74317432,128.2880406,75.71388413,124.6024776,0.599167287,
31.76317632,128.2683787,75.68356212,124.5886501,0.59900814,
31.78317832,128.2487292,75.6532712,124.574853,0.598849053,
31.80318032,128.2290924,75.62301131,124.5610863,0.598690026,
31.82318232,128.2094681,75.59278237,124.5473497,0.59853106,
31.84318432,128.1898566,75.56258431,124.5336432,0.598372153,
31.86318632,128.1702579,75.53241707,124.5199667,0.598213306,
31.88318832,128.1506719,75.50228058,124.5063199,0.598054519,
31.90319032,128.1310989,75.47217475,124.4927029,0.597895791,
31.92319232,128.1115389,75.44209953,124.4791154,0.597737122,
31.94319432,128.0919919,75.41205483,124.4655573,0.597578513,
31.96319632,128.072458,75.3820406,124.4520286,0.597419962,
31.98319832,128.0529374,75.35205676,124.4385291,0.597261471,
32.00320032,128.03343,75.32210323,124.4250586,0.597103039,
32.02320232,128.0139359,75.29217995,124.4116171,0.596944665,
32.04320432,127.9944552,75.26228685,124.3982044,0.59678635,
32.06320632,127.9749879,75.23242386,124.3848205,0.596628093,
32.08320832,127.9555342,75.20259091,124.3714651,0.596469895,
32.10321032,127.9360941,75.17278791,124.3581381,0.596311755,
32.12321232,127.9166677,75.14301482,124.3448395,0.596153674,
32.14321432,127.897255,75.11327155,124.3315691,0.59599565,
32.16321632,127.8778562,75.08355803,124.3183267,0.595837684,
32.18321832,127.8584712,75.05387419,124.3051124,0.595679776,
32.20322032,127.8391002,75.02421997,124.2919258,0.595521925,
32.22322232,127.8197431,74.99459529,124.278767,0.595364133,
32.24322432,127.8004002,74.96500008,124.2656358,0.595206397,
32.26322632,127.7810714,74.93543427,124.252532,0.595048719,
32.28322832,127.7617569,74.90589779,124.2394556,0.594891098,
32.30323032,127.7424567,74.87639057,124.2264064,0.594733534,
32.32323232,127.7231708,74.84691254,124.2133842,0.594576027,
32.34323432,127.7038993,74.81746362,124.2003891,0.594418576,
32.36323632,127.6846424,74.78804375,124.1874208,0.594261183,
32.38323832,127.6654001,74.75865286,124.1744792,0.594103846,
32.40324032,127.6461723,74.72929088,124.1615642,0.593946565,
32.42324232,127.6269593,74.69995773,124.1486757,0.593789341,
32.44324432,127.6077611,74.67065334,124.1358136,0.593632173,
32.46324632,127.5885777,74.64137765,124.1229777,0.593475061,
32.48324832,127.5694093,74.61213058,124.1101679,0.593318005,
32.50325033,127.5502558,74.58291207,124.097384,0.593161004,
32.52325233,127.5311174,74.55372203,124.084626,0.59300406,
32.54325433,127.5119942,74.52456041,124.0718938,0.592847171,
32.56325633,127.4928861,74.49542713,124.0591872,0.592690337,
32.58325833,127.4737933,74.46632212,124.046506,0.592533559,
32.60326033,127.4547159,74.4372453,124.0338502,0.592376836,
32.62326233,127.4356538,74.40819662,124.0212197,0.592220168,
32.64326433,127.4166072,74.37917599,124.0086143,0.592063555,
32.66326633,127.3975762,74.35018336,123.9960338,0.591906997,
32.68326833,127.3785608,74.32121863,123.9834783,0.591750494,
32.70327033,127.359561,74.29228176,123.9709474,0.591594045,
32.72327233,127.3405771,74.26337266,123.9584412,0.591437651,
32.74327433,127.3216089,74.23449126,123.9459595,0.591281311,
32.76327633,127.3026566,74.2056375,123.9335022,0.591125025,
32.78327833,127.2837203,74.17681131,123.9210691,0.590968794,
32.80328033,127.2648001,74.1480126,123.9086602,0.590812616,
32.82328233,127.2458959,74.11924132,123.8962752,0.590656492,
32.84328433,127.2270079,74.09049739,123.8839141,0.590500422,
32.86328633,127.2081361,74.06178074,123.8715768,0.590344406,
32.88328833,127.1892807,74.0330913,123.8592631,0.590188443,
32.90329033,127.1704416,74.004429,123.846973,0.590032534,
32.92329233,127.151619,73.97579377,123.8347062,0.589876678,
32.94329433,127.1328128,73.94718554,123.8224626,0.589720875,
32.96329633,127.1140233,73.91860424,123.8102422,0.589565125,
32.98329833,127.0952504,73.89004979,123.7980449,0.589409428,
33.00330033,127.0764943,73.86152213,123.7858704,0.589253783,
33.02330233,127.0577549,73.83302118,123.7737187,0.589098192,
33.04330433,127.0390324,73.80454688,123.7615896,0.588942653,
33.06330633,127.0203269,73.77609916,123.749483,0.588787166,
33.08330833,127.0016383,73.74767794,123.7373988,0.588631732,
33.10331033,126.9829668,73.71928315,123.725337,0.588476349,
33.12331233,126.9643125,73.69091472,123.7132972,0.588321019,
33.14331433,126.9456754,73.66257259,123.7012795,0.588165741,
33.16331633,126.9270555,73.63425668,123.6892837,0.588010515,
33.18331833,126.908453,73.60596692,123.6773096,0.58785534,
33.20332033,126.8898679,73.57770323,123.6653572,0.587700217,
33.22332233,126.8713003,73.54946556,123.6534264,0.587545145,
33.24332433,126.8527503,73.52125383,123.6415169,0.587390124,
33.26332633,126.8342179,73.49306796,123.6296288,0.587235155,
